,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
13,2023-10-28,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,D,1.0,1.0,Puebla,2.5,1.2,53.0,7876.0,Gustavo Cabral,4-1-3-2,Jorge Camacho,Match Report,,19,3,16.9,0.0,0,0,2024,Pachuca
14,2023-11-01,19:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,W,2.0,0.0,Atlas,1.4,2.0,42.0,9089.0,Gustavo Cabral,4-4-2,Luis Enrique Santander,Match Report,,16,6,18.6,1.0,0,0,2024,Pachuca
15,2023-11-04,21:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,L,0.0,2.0,Monterrey,1.3,0.5,54.0,19805.0,Gustavo Cabral,4-3-3,Daniel Quintero,Match Report,,25,8,20.1,0.0,0,0,2024,Pachuca
16,2023-11-10,19:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,W,3.0,2.0,Tijuana,1.1,3.0,47.0,26333.0,Gustavo Cabral,4-3-3,Fernando Hernández,Match Report,,11,5,23.2,0.0,0,0,2024,Pachuca
17,2024-01-13,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,W,1.0,0.0,Cruz Azul,1.4,1.4,42.0,26100.0,Gustavo Cabral,4-2-3-1,Iván López,Match Report,,12,6,20.2,1.0,0,0,2024,Pachuca
18,2024-01-28,17:15,Liga MX,Clausura 2024 Regular Season,Sun,Away,L,1.0,3.0,UNAM,1.4,1.1,56.0,,Gustavo Cabral,4-2-3-1,Maximiliano Quintero,Match Report,,26,7,18.1,2.0,0,0,2024,Pachuca
19,2024-01-31,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,W,4.0,3.0,Atlas,2.1,1.4,48.0,9205.0,Erick Sánchez,4-2-3-1,Daniel Quintero,Match Report,,21,6,22.3,2.0,0,0,2024,Pachuca
20,2024-02-03,19:10,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,3.0,2.0,Tijuana,2.7,1.9,58.0,10137.0,Gustavo Cabral,4-2-3-1,Guillermo Pacheco,Match Report,,24,8,20.9,1.0,0,0,2024,Pachuca
21,2024-02-07,21:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,W,3.0,2.0,León,0.9,1.1,55.0,,Gustavo Cabral,4-2-3-1,Abraham Quirarte,Match Report,,13,5,19.8,0.0,0,0,2024,Pachuca
22,2024-02-10,21:10,Liga MX,Clausura 2024 Regular Season,Sat,Away,L,2.0,3.0,Monterrey,0.7,2.3,37.0,,Erick Sánchez,4-2-3-1,Fernando Hernández,Match Report,,12,3,26.2,0.0,0,0,2024,Pachuca
23,2024-02-17,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,2.0,1.0,América,1.9,1.2,40.0,18143.0,Gustavo Cabral,4-2-3-1,Víctor Cáceres,Match Report,,13,3,21.8,0.0,0,0,2024,Pachuca
24,2024-02-20,19:00,Liga MX,Clausura 2024 Regular Season,Tue,Away,W,4.0,1.0,Puebla,2.1,0.3,50.0,,Gustavo Cabral,4-2-3-1,Maximiliano Quintero,Match Report,,21,10,15.4,0.0,0,0,2024,Pachuca
25,2024-02-23,21:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,D,1.0,1.0,Necaxa,1.5,0.9,67.0,,Erick Sánchez,4-2-3-1,Jorge Camacho,Match Report,,12,1,24.5,0.0,1,1,2024,Pachuca
26,2024-03-02,19:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,3.0,2.0,FC Juárez,0.9,0.5,51.0,17896.0,Erick Sánchez,4-2-3-1,Abraham Quirarte,Match Report,,14,8,24.8,1.0,0,0,2024,Pachuca
0,2023-06-30,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,W,3.0,2.0,Tijuana,2.7,1.2,44.0,26158.0,Adrián Aldrete,4-4-2,Daniel Quintero,Match Report,,12,6,21.3,1.0,1,1,2024,Pumas UNAM
1,2023-07-09,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,0.0,0.0,Mazatlán,1.1,0.8,55.0,20844.0,Adrián Aldrete,4-4-2,Óscar Macias,Match Report,,17,3,16.7,1.0,0,0,2024,Pumas UNAM
2,2023-07-16,21:15,Liga MX,Apertura 2023 Regular Season,Sun,Away,D,1.0,1.0,Pachuca,0.7,1.1,47.0,9396.0,Adrián Aldrete,4-2-3-1,Oscar Mejia,Match Report,,7,1,20.1,0.0,0,0,2024,Pumas UNAM
3,2023-08-18,22:00,Liga MX,Apertura 2023 Regular Season,Fri,Home,D,1.0,1.0,Toluca,3.8,0.9,44.0,16970.0,Adrián Aldrete,4-1-4-1,Luis Enrique Santander,Match Report,,22,5,15.6,0.0,0,0,2024,Pumas UNAM
4,2023-08-22,21:06,Liga MX,Apertura 2023 Regular Season,Tue,Away,L,1.0,4.0,FC Juárez,1.7,1.9,63.0,10430.0,Adrián Aldrete,4-1-4-1,Iván López,Match Report,,18,8,16.7,1.0,0,0,2024,Pumas UNAM
5,2023-08-27,19:05,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,2.0,1.0,UANL,1.8,0.4,38.0,17580.0,Juan Ignacio Dinenno,4-4-2,Fernando Hernández,Match Report,,11,5,18.5,0.0,1,1,2024,Pumas UNAM
6,2023-09-02,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,1.0,2.0,Santos,0.9,1.8,59.0,14908.0,Juan Ignacio Dinenno,4-4-2,Fernando Guerrero,Match Report,,13,3,17.8,0.0,0,0,2024,Pumas UNAM
7,2023-09-17,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,2.0,Atlético,2.1,0.5,57.0,14186.0,Adrián Aldrete,4-4-2,César Arturo Ramos,Match Report,,24,8,17.8,1.0,0,0,2024,Pumas UNAM
8,2023-09-22,22:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,W,2.0,0.0,Puebla,2.0,0.7,42.0,20696.0,Adrián Aldrete,4-2-3-1,Guillermo Pacheco,Match Report,,12,4,25.2,0.0,2,2,2024,Pumas UNAM
9,2023-09-30,19:40,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,América,0.6,1.9,51.0,62707.0,Eduardo Salvio,4-2-3-1,Víctor Cáceres,Match Report,,17,2,20.3,1.0,0,0,2024,Pumas UNAM
10,2023-10-04,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,4.0,0.0,Querétaro,1.9,0.2,68.0,8074.0,Adrián Aldrete,4-2-3-1,Luis Enrique Santander,Match Report,,13,6,22.3,0.0,1,1,2024,Pumas UNAM
11,2023-10-07,22:10,Liga MX,Apertura 2023 Regular Season,Sat,Away,W,4.0,1.0,Cruz Azul,1.5,2.0,39.0,28878.0,Adrián Aldrete,4-4-2,César Arturo Ramos,Match Report,,9,5,21.5,0.0,1,1,2024,Pumas UNAM
12,2023-10-22,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,0.0,1.0,Monterrey,1.0,0.3,52.0,26885.0,Adrián Aldrete,4-2-3-1,Ismael Lopez,Match Report,,11,3,17.4,0.0,0,0,2024,Pumas UNAM
13,2023-10-27,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,0.0,1.0,Necaxa,0.5,0.9,51.0,12201.0,Adrián Aldrete,4-2-3-1,Abraham Quirarte,Match Report,,10,0,23.4,1.0,0,0,2024,Pumas UNAM
14,2023-10-31,21:10,Liga MX,Apertura 2023 Regular Season,Tue,Away,D,1.0,1.0,León,0.9,1.3,35.0,22898.0,Adrián Aldrete,4-2-3-1,Adonai Escobedo,Match Report,,16,6,19.9,0.0,0,0,2024,Pumas UNAM
15,2023-11-05,12:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,0.0,Atlas,3.9,0.3,42.0,17297.0,Adrián Aldrete,4-4-2,Fernando Guerrero,Match Report,,25,8,16.3,1.0,1,1,2024,Pumas UNAM
16,2023-11-11,19:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,1.0,0.0,Guadalajara,1.1,1.0,47.0,46823.0,Adrián Aldrete,4-2-3-1,Oscar Mejia,Match Report,,15,6,14.5,0.0,0,0,2024,Pumas UNAM
17,2023-11-30,21:05,Liga MX,Apertura — Quarter-finals,Thu,Away,L,0.0,1.0,Guadalajara,0.4,1.2,51.0,33438.0,Adrián Aldrete,4-2-3-1,Fernando Hernández,Match Report,Leg 1 of 2,8,2,16.2,0.0,0,0,2024,Pumas UNAM
18,2023-12-03,18:00,Liga MX,Apertura — Quarter-finals,Sun,Home,W,3.0,0.0,Guadalajara,1.0,0.2,41.0,46659.0,Adrián Aldrete,4-2-3-1,César Arturo Ramos,Match Report,Leg 2 of 2; UNAM won,6,2,22.0,0.0,1,1,2024,Pumas UNAM
19,2023-12-07,21:00,Liga MX,Apertura — Semi-finals,Thu,Home,L,0.0,1.0,UANL,0.5,0.6,39.0,44276.0,Eduardo Salvio,4-2-3-1,Marco Antonio Ortíz,Match Report,Leg 1 of 2,12,6,17.4,0.0,0,0,2024,Pumas UNAM
20,2023-12-10,20:00,Liga MX,Apertura — Semi-finals,Sun,Away,D,1.0,1.0,UANL,1.6,0.6,47.0,41615.0,Adrián Aldrete,4-2-3-1,Fernando Guerrero,Match Report,Leg 2 of 2; UANL won,8,2,17.2,0.0,0,1,2024,Pumas UNAM
21,2024-01-14,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,W,1.0,0.0,FC Juárez,1.3,0.6,56.0,22057.0,Adrián Aldrete,4-2-3-1,Charles Terrazas,Match Report,,16,2,14.7,0.0,0,0,2024,Pumas UNAM
22,2024-01-19,21:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,L,1.0,3.0,Atlético,2.6,1.9,53.0,,Adrián Aldrete,4-2-2-2,Iván López,Match Report,,20,8,14.5,0.0,0,0,2024,Pumas UNAM
23,2024-01-28,17:15,Liga MX,Clausura 2024 Regular Season,Sun,Home,W,3.0,1.0,Pachuca,1.1,1.4,44.0,,Adrián Aldrete,4-2-3-1,Maximiliano Quintero,Match Report,,8,4,17.3,1.0,0,0,2024,Pumas UNAM
24,2024-01-31,21:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,D,2.0,2.0,Necaxa,2.8,0.7,71.0,,Adrián Aldrete,4-2-3-1,César Arturo Ramos,Match Report,,23,7,16.7,2.0,0,0,2024,Pumas UNAM
25,2024-02-03,19:05,Liga MX,Clausura 2024 Regular Season,Sat,Away,D,2.0,2.0,UANL,0.6,1.6,44.0,41036.0,Adrián Aldrete,4-2-3-1,Fernando Hernández,Match Report,,9,2,16.5,0.0,0,0,2024,Pumas UNAM
26,2024-02-11,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,W,3.0,0.0,Puebla,1.5,0.5,52.0,,Eduardo Salvio,4-2-3-1,Guillermo Pacheco,Match Report,,12,6,16.0,0.0,0,0,2024,Pumas UNAM
27,2024-02-14,21:00,Liga MX,Clausura 2024 Regular Season,Wed,Away,D,0.0,0.0,Atlas,0.5,0.4,48.0,,Eduardo Salvio,4-5-1,Jesus Lopez,Match Report,,12,1,20.4,0.0,0,0,2024,Pumas UNAM
28,2024-02-18,18:05,Liga MX,Clausura 2024 Regular Season,Sun,Home,W,3.0,0.0,Santos,2.2,0.2,49.0,,Eduardo Salvio,4-2-3-1,Ismael Lopez,Match Report,,23,9,17.0,1.0,0,0,2024,Pumas UNAM
29,2024-02-24,19:05,Liga MX,Clausura 2024 Regular Season,Sat,Away,L,1.0,3.0,Guadalajara,1.1,1.6,50.0,34574.0,Eduardo Salvio,4-5-1,Óscar Macias,Match Report,,13,2,26.9,0.0,1,1,2024,Pumas UNAM
30,2024-03-03,19:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,L,0.0,3.0,Monterrey,0.4,2.6,40.0,,Eduardo Salvio,4-2-3-1,Víctor Cáceres,Match Report,,10,3,18.0,0.0,0,0,2024,Pumas UNAM
0,2023-07-03,21:00,Liga MX,Apertura 2023 Regular Season,Mon,Away,W,2.0,1.0,León,1.3,2.0,30.0,24120.0,Víctor Guzmán,4-3-3,Oscar Mejia,Match Report,,11,3,15.8,0.0,0,0,2024,Guadalajara
1,2023-07-08,19:05,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,3.0,1.0,Atlético,1.3,1.2,54.0,34711.0,Víctor Guzmán,5-4-1,Víctor Cáceres,Match Report,,16,5,18.1,0.0,0,0,2024,Guadalajara
2,2023-07-13,22:00,Liga MX,Apertura 2023 Regular Season,Thu,Home,W,2.0,0.0,Necaxa,1.4,0.6,56.0,34418.0,Víctor Guzmán,4-1-4-1,Jesus Lopez,Match Report,,9,5,15.1,0.0,0,0,2024,Guadalajara
3,2023-08-18,21:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,D,1.0,1.0,FC Juárez,1.1,1.5,42.0,14976.0,Jesús Sánchez García,4-3-3,Fernando Hernández,Match Report,,9,5,18.5,0.0,0,0,2024,Guadalajara
4,2023-08-22,20:00,Liga MX,Apertura 2023 Regular Season,Tue,Home,W,1.0,0.0,Tijuana,2.1,0.1,59.0,27547.0,Víctor Guzmán,4-2-3-1,Adonai Escobedo,Match Report,,23,8,16.9,1.0,0,1,2024,Guadalajara
5,2023-08-26,22:05,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,1.0,2.0,Santos,0.9,1.7,52.0,16176.0,Gilberto Sepúlveda,4-2-3-1,Oscar Mejia,Match Report,,3,3,30.5,1.0,1,1,2024,Guadalajara
6,2023-09-03,18:05,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,1.0,2.0,Monterrey,0.6,1.3,48.0,37738.0,Gilberto Sepúlveda,4-2-3-1,Óscar Macias,Match Report,,9,2,16.8,0.0,0,0,2024,Guadalajara
7,2023-09-16,22:10,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,4.0,América,0.4,1.3,47.0,62514.0,Jesús Sánchez García,4-3-3,Fernando Guerrero,Match Report,,11,2,23.8,1.0,0,0,2024,Guadalajara
8,2023-09-23,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,D,0.0,0.0,Pachuca,0.7,0.9,60.0,31370.0,Gilberto Sepúlveda,4-3-3,César Arturo Ramos,Match Report,,14,6,23.8,0.0,0,0,2024,Guadalajara
9,2023-09-26,20:05,Liga MX,Apertura 2023 Regular Season,Tue,Home,L,1.0,3.0,Mazatlán,0.5,1.5,50.0,23581.0,Víctor Guzmán,4-2-3-1,Edgar Morales,Match Report,,14,3,21.4,0.0,0,0,2024,Guadalajara
10,2023-10-01,18:20,Liga MX,Apertura 2023 Regular Season,Sun,Away,D,1.0,1.0,Toluca,0.7,1.7,29.0,27273.0,Gilberto Sepúlveda,5-3-2,Daniel Quintero,Match Report,,9,1,17.7,1.0,0,0,2024,Guadalajara
11,2023-10-07,20:00,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,4.0,1.0,Atlas,2.0,0.6,45.0,38972.0,Víctor Guzmán,4-3-3,Adonai Escobedo,Match Report,,15,5,22.5,0.0,1,1,2024,Guadalajara
12,2023-10-20,22:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,W,2.0,0.0,Puebla,1.1,1.5,50.0,29026.0,Víctor Guzmán,4-3-3,Víctor Cáceres,Match Report,,4,1,20.7,0.0,1,1,2024,Guadalajara
13,2023-10-28,20:05,Liga MX,Apertura 2023 Regular Season,Sat,Home,L,0.0,4.0,UANL,0.8,1.3,52.0,36801.0,Víctor Guzmán,4-3-3,Fernando Hernández,Match Report,,19,4,20.0,0.0,0,0,2024,Guadalajara
14,2023-10-31,19:00,Liga MX,Apertura 2023 Regular Season,Tue,Away,W,2.0,1.0,Querétaro,3.3,2.0,51.0,23204.0,Jesús Sánchez García,4-3-3,César Arturo Ramos,Match Report,,13,6,17.7,0.0,1,1,2024,Guadalajara
15,2023-11-04,21:05,Liga MX,Apertura 2023 Regular Season,Sat,Home,W,1.0,0.0,Cruz Azul,1.4,0.9,46.0,36847.0,Gilberto Sepúlveda,4-3-3,Adonai Escobedo,Match Report,,14,3,16.7,0.0,0,0,2024,Guadalajara
16,2023-11-11,19:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,UNAM,1.0,1.1,53.0,46823.0,Víctor Guzmán,4-3-3,Oscar Mejia,Match Report,,6,1,25.1,1.0,0,1,2024,Guadalajara
17,2023-11-30,21:05,Liga MX,Apertura — Quarter-finals,Thu,Home,W,1.0,0.0,UNAM,1.2,0.4,49.0,33438.0,Fernando Beltrán,4-3-3,Fernando Hernández,Match Report,Leg 1 of 2,16,8,17.4,0.0,0,0,2024,Guadalajara
18,2023-12-03,18:00,Liga MX,Apertura — Quarter-finals,Sun,Away,L,0.0,3.0,UNAM,0.2,1.0,59.0,46659.0,Fernando Beltrán,4-3-3,César Arturo Ramos,Match Report,Leg 2 of 2; UNAM won,5,0,20.6,0.0,0,0,2024,Guadalajara
19,2024-01-13,19:05,Liga MX,Clausura 2024 Regular Season,Sat,Home,D,1.0,1.0,Santos,2.0,1.2,67.0,36743.0,Víctor Guzmán,4-3-3,Jorge Camacho,Match Report,,19,2,17.8,1.0,0,0,2024,Guadalajara
20,2024-01-21,18:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,L,0.0,1.0,UANL,0.9,0.4,48.0,40283.0,Víctor Guzmán,4-3-3,Guillermo Pacheco,Match Report,,16,2,19.4,0.0,0,0,2024,Guadalajara
21,2024-01-26,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,D,1.0,1.0,Tijuana,1.6,0.8,53.0,31133.0,Víctor Guzmán,4-3-3,Brian Gonzalez,Match Report,,14,5,16.0,0.0,0,0,2024,Guadalajara
22,2024-01-30,21:05,Liga MX,Clausura 2024 Regular Season,Tue,Home,W,3.0,2.0,Toluca,2.2,1.9,40.0,,Víctor Guzmán,4-3-3,Fernando Hernández,Match Report,,17,8,16.6,0.0,0,0,2024,Guadalajara
23,2024-02-04,19:00,Liga MX,Clausura 2024 Regular Season,Sun,Away,W,2.0,0.0,Atlético,2.4,0.5,45.0,22044.0,Víctor Guzmán,4-3-3,Oscar Mejia,Match Report,,8,3,17.9,0.0,2,2,2024,Guadalajara
24,2024-02-10,17:05,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,2.0,1.0,FC Juárez,2.1,1.0,63.0,,Víctor Guzmán,4-3-3,Vicente Arce,Match Report,,17,6,20.3,1.0,0,0,2024,Guadalajara
25,2024-02-16,20:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,D,2.0,2.0,Mazatlán,1.5,1.1,45.0,,Víctor Guzmán,4-3-3,Adonai Escobedo,Match Report,,6,3,21.6,0.0,1,1,2024,Guadalajara
26,2024-02-20,21:00,Liga MX,Clausura 2024 Regular Season,Tue,Away,L,0.0,1.0,Necaxa,0.7,1.6,71.0,,Víctor Guzmán,4-3-3,Brian Gonzalez,Match Report,,14,1,20.4,0.0,0,0,2024,Guadalajara
27,2024-02-24,19:05,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,3.0,1.0,UNAM,1.6,1.1,50.0,34574.0,Víctor Guzmán,4-3-3,Óscar Macias,Match Report,,17,5,18.0,0.0,0,0,2024,Guadalajara
28,2024-03-02,19:05,Liga MX,Clausura 2024 Regular Season,Sat,Away,L,0.0,3.0,Cruz Azul,0.3,1.2,37.0,67623.0,Víctor Guzmán,4-3-3,César Arturo Ramos,Match Report,,7,2,24.7,0.0,0,0,2024,Guadalajara
0,2023-07-02,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,0.0,0.0,Necaxa,1.2,1.1,69.0,23011.0,Valber Huerta,4-4-2,Iván López,Match Report,,16,3,18.3,1.0,0,0,2024,Toluca
1,2023-07-08,18:50,Liga MX,Apertura 2023 Regular Season,Sat,Away,W,2.0,0.0,Cruz Azul,2.1,0.5,56.0,15939.0,Valber Huerta,4-4-2,Ismael Lopez,Match Report,,11,6,17.7,1.0,1,1,2024,Toluca
2,2023-07-16,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,L,2.0,4.0,FC Juárez,2.0,1.9,46.0,22931.0,Valber Huerta,3-4-3,Charles Terrazas,Match Report,,12,4,18.9,0.0,1,1,2024,Toluca
3,2023-08-18,22:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,D,1.0,1.0,UNAM,0.9,3.8,56.0,16970.0,Valber Huerta,4-2-3-1,Luis Enrique Santander,Match Report,,10,4,16.8,0.0,0,0,2024,Toluca
4,2023-08-26,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,D,0.0,0.0,Atlas,0.8,0.9,41.0,15657.0,Valber Huerta,4-4-2,Guillermo Pacheco,Match Report,,8,2,13.2,0.0,0,0,2024,Toluca
5,2023-08-30,20:00,Liga MX,Apertura 2023 Regular Season,Wed,Home,W,1.0,0.0,Monterrey,0.5,1.2,50.0,22432.0,Marcel Ruiz,4-2-3-1,Diego Montaño,Match Report,,12,5,22.2,1.0,0,0,2024,Toluca
6,2023-09-03,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,5.0,0.0,Pachuca,4.2,0.4,66.0,23711.0,Valber Huerta,4-2-3-1,Marco Antonio Ortíz,Match Report,,13,6,14.2,0.0,1,1,2024,Toluca
7,2023-09-15,20:00,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,1.0,2.0,Tijuana,0.4,1.1,63.0,18633.0,Valber Huerta,4-4-2,Erick Miranda,Match Report,,6,2,11.1,0.0,0,0,2024,Toluca
8,2023-09-24,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,América,1.5,2.0,49.0,27273.0,Valber Huerta,4-4-2,Adonai Escobedo,Match Report,,13,4,18.0,1.0,0,0,2024,Toluca
9,2023-10-01,18:20,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,1.0,1.0,Guadalajara,1.7,0.7,71.0,27273.0,Valber Huerta,4-2-3-1,Daniel Quintero,Match Report,,17,6,18.7,1.0,0,0,2024,Toluca
10,2023-10-04,22:00,Liga MX,Apertura 2023 Regular Season,Wed,Away,D,2.0,2.0,UANL,1.1,0.8,43.0,37117.0,Valber Huerta,4-2-3-1,César Arturo Ramos,Match Report,,10,6,18.0,0.0,0,0,2024,Toluca
11,2023-10-08,13:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,1.0,Querétaro,3.6,1.1,73.0,21941.0,Valber Huerta,4-2-3-1,Fernando Hernández,Match Report,,23,9,15.6,0.0,1,1,2024,Toluca
12,2023-10-21,18:00,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,1.0,León,1.3,1.2,59.0,20050.0,Valber Huerta,4-2-3-1,Oscar Mejia,Match Report,,16,2,18.2,3.0,0,0,2024,Toluca
13,2023-10-29,12:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,W,3.0,1.0,Atlético,1.5,0.9,55.0,23924.0,Valber Huerta,4-2-3-1,César Arturo Ramos,Match Report,,14,5,14.7,0.0,0,0,2024,Toluca
14,2023-10-31,19:00,Liga MX,Apertura 2023 Regular Season,Tue,Home,L,0.0,1.0,Puebla,1.2,1.4,58.0,23808.0,Valber Huerta,4-2-3-1,Óscar Macias,Match Report,,13,4,15.2,0.0,0,0,2024,Toluca
15,2023-11-05,18:10,Liga MX,Apertura 2023 Regular Season,Sun,Away,L,1.0,3.0,Santos,1.7,2.3,68.0,12367.0,Valber Huerta,4-2-3-1,Víctor Cáceres,Match Report,,18,6,16.5,0.0,0,0,2024,Toluca
16,2023-11-10,18:06,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,0.0,1.0,Mazatlán,0.5,0.9,59.0,14509.0,Valber Huerta,4-4-2,Adonai Escobedo,Match Report,,8,2,15.1,0.0,0,0,2024,Toluca
17,2024-01-12,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,D,2.0,2.0,Querétaro,1.1,0.7,65.0,13428.0,Valber Huerta,5-4-1,Abraham Quirarte,Match Report,,17,4,16.8,0.0,0,0,2024,Toluca
18,2024-01-20,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,4.0,1.0,Mazatlán,2.7,2.0,60.0,23387.0,Valber Huerta,4-2-3-1,Jorge Camacho,Match Report,,13,4,19.1,0.0,1,1,2024,Toluca
19,2024-01-26,19:00,Liga MX,Clausura 2024 Regular Season,Fri,Away,D,1.0,1.0,Puebla,0.8,1.0,59.0,15864.0,Valber Huerta,3-4-3,Iván López,Match Report,,15,4,20.2,0.0,0,0,2024,Toluca
20,2024-01-30,21:05,Liga MX,Clausura 2024 Regular Season,Tue,Away,L,2.0,3.0,Guadalajara,1.9,2.2,60.0,,Valber Huerta,4-2-3-1,Fernando Hernández,Match Report,,18,6,17.2,0.0,0,0,2024,Toluca
21,2024-02-03,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,4.0,1.0,León,2.1,0.6,61.0,25171.0,Valber Huerta,4-2-3-1,Ismael Lopez,Match Report,,14,8,16.0,0.0,0,0,2024,Toluca
22,2024-02-10,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Away,D,3.0,3.0,Necaxa,2.7,1.9,64.0,,Valber Huerta,4-2-3-1,Daniel Quintero,Match Report,,20,10,13.2,0.0,0,0,2024,Toluca
23,2024-02-18,20:10,Liga MX,Clausura 2024 Regular Season,Sun,Away,D,0.0,0.0,Monterrey,0.2,1.7,42.0,,Valber Huerta,4-2-3-1,Luis Enrique Santander,Match Report,,4,0,21.5,0.0,0,0,2024,Toluca
24,2024-02-21,19:00,Liga MX,Clausura 2024 Regular Season,Wed,Home,W,1.0,0.0,Santos,1.1,0.4,49.0,22999.0,Claudio Baeza,4-2-3-1,Abraham Quirarte,Match Report,,5,0,19.3,0.0,1,1,2024,Toluca
25,2024-02-25,12:00,Liga MX,Clausura 2024 Regular Season,Sun,Home,W,2.0,0.0,Tijuana,1.5,0.6,50.0,21297.0,Marcel Ruiz,4-2-3-1,Diego Montaño,Match Report,,15,5,17.3,1.0,0,0,2024,Toluca
26,2024-03-02,17:00,Liga MX,Clausura 2024 Regular Season,Sat,Home,W,2.0,1.0,UANL,2.7,0.5,61.0,,Claudio Baeza,4-2-3-1,Adonai Escobedo,Match Report,,22,6,21.1,0.0,1,1,2024,Toluca
0,2023-07-01,22:10,Liga MX,Apertura 2023 Regular Season,Sat,Away,L,0.0,2.0,Atlas,0.6,3.1,45.0,20169.0,Carlos Salcedo,4-2-3-1,Víctor Cáceres,Match Report,,10,3,20.2,1.0,0,0,2024,Cruz Azul
1,2023-07-08,18:50,Liga MX,Apertura 2023 Regular Season,Sat,Home,L,0.0,2.0,Toluca,0.5,2.1,44.0,15939.0,Juan Escobar,3-4-3,Ismael Lopez,Match Report,,11,4,18.9,0.0,0,0,2024,Cruz Azul
2,2023-07-14,20:10,Liga MX,Apertura 2023 Regular Season,Fri,Away,L,1.0,2.0,Tijuana,0.8,0.7,50.0,28333.0,Carlos Salcedo,4-2-3-1,Edgar Morales,Match Report,,12,1,21.1,2.0,0,0,2024,Cruz Azul
3,2023-08-20,18:00,Liga MX,Apertura 2023 Regular Season,Sun,Home,D,2.0,2.0,Santos,2.3,2.5,59.0,11053.0,Juan Escobar,3-4-3,Marco Antonio Ortíz,Match Report,,17,7,18.6,0.0,1,1,2024,Cruz Azul
4,2023-08-23,20:06,Liga MX,Apertura 2023 Regular Season,Wed,Away,L,0.0,1.0,Pachuca,1.4,0.8,68.0,8242.0,Juan Escobar,3-4-3,Jesus Lopez,Match Report,,17,7,20.4,0.0,0,0,2024,Cruz Azul
